episode,step,timestamp,seed,condition,state_hash,action,reward,score,towers,enemies_killed,health,llm_used,llm_prompt_id,llm_decision,env_version,agent_version,prompt_version
0,0,1758876768.2281945,42,elm_only,5d5d892b,15,12.0,0,1,0,100,0,,,1.0,1.0,N/A
0,1,1758876768.2288506,42,elm_only,68868677,15,12.0,0,2,0,100,0,,,1.0,1.0,N/A
0,2,1758876768.229374,42,elm_only,95e6de46,33,12.0,0,3,0,100,0,,,1.0,1.0,N/A
0,3,1758876768.2298298,42,elm_only,a662fac9,15,14.0,0,4,0,100,0,,,1.0,1.0,N/A
0,4,1758876768.2303016,42,elm_only,bfdfef86,15,14.0,0,5,0,100,0,,,1.0,1.0,N/A
0,5,1758876768.2307858,42,elm_only,cf2a233b,15,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,6,1758876768.2312276,42,elm_only,cf2a233b,15,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,7,1758876768.2317054,42,elm_only,cf2a233b,15,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,8,1758876768.2321928,42,elm_only,cf2a233b,75,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,9,1758876768.2326777,42,elm_only,cf2a233b,15,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,10,1758876768.2346072,42,elm_only,cf2a233b,15,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,11,1758876768.235167,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,12,1758876768.2356954,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,13,1758876768.2361765,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,14,1758876768.236643,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,15,1758876768.2370775,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,16,1758876768.2375278,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,17,1758876768.2379656,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,18,1758876768.2384398,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,19,1758876768.2389133,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,20,1758876768.240027,42,elm_only,cf2a233b,81,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,21,1758876768.240538,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,22,1758876768.240975,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,23,1758876768.241414,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,24,1758876768.2418664,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,25,1758876768.2423222,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,26,1758876768.242763,42,elm_only,cf2a233b,4,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,27,1758876768.243303,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,28,1758876768.2438064,42,elm_only,cf2a233b,71,-1.0,0,5,0,100,0,,,1.0,1.0,N/A
0,29,1758876768.2442706,42,elm_only,cf2a233b,71,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,30,1758876768.245261,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,31,1758876768.2458336,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,32,1758876768.246332,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,33,1758876768.2468963,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,34,1758876768.2473905,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,35,1758876768.2479048,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,36,1758876768.2484403,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,37,1758876768.2489796,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,38,1758876768.2494361,42,elm_only,817288cb,90,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,39,1758876768.2498877,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,40,1758876768.250867,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,41,1758876768.2514153,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,42,1758876768.2519298,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,43,1758876768.2524219,42,elm_only,817288cb,106,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,44,1758876768.2528832,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,45,1758876768.2533305,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,46,1758876768.253786,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,47,1758876768.2542207,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,48,1758876768.2546744,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,49,1758876768.2551582,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
0,50,1758876768.2562673,42,elm_only,817288cb,15,-1.0,100,5,1,100,0,,,1.0,1.0,N/A
